id;anio;titulo;resumen;texto_limpio;facultad;carrera;descargas;vistas;url;pdf;ver;link
59607;2016;La comunicación interna del Movimiento Juvenil Salesiano en Argentina entre los años 2010 y 2015;"Formar parte del Movimiento Juvenil Salesiano desde niña y conocer cada parte de la vida de Don Bosco y de su Obra, fueron razón suficiente para la investigadora, quien desde su formación académica pudo poner en marcha su intuición y mirada ante determinadas situaciones que generaron inquietudes teóricas y prácticas e ideas que pudieran ser aplicadas para la producción de soluciones concretas a los posibles problemas comunicacionales dentro de la organización. El objetivo de este trabajo fue analizar las formas, estrategias y sistemas comunicacionales internos que maneja el Movimiento Juvenil Salesiano desde su equipo y resolver si los dispositivos utilizados coinciden con la teoría abordada en el marco teórico y, sobre todo, si son efectivos en su funcionamiento. Así también se buscó conocer en profundidad los objetivos de la Congregación Salesiana para analizar si los mismos se relacionan o influyen en los objetivos del sistema salesiano de comunicación social, ambos directamente relacionados con la búsqueda del bien común. Luego del análisis teórico y del trabajo de campo realizado amplia y profundamente por la investigadora, la misma propone un aspecto más a la teoría a partir de un descubrimiento puntual en su análisis y plantea posibles soluciones a los conflictos comunicacionales encontrados._x000D_
Part of the Salesian Youth Movement since childhood and know every part of the life of Don Bosco and his work were enough reason for the researcher, who from his academic training could launch your intuition and look at certain situations that generated theoretical concerns and practices and ideas that could be applied to the production of specific potential communication problems within the organization solutions. The aim of this study was to analyze the ways, strategies and internal communication systems handling the Salesian Youth Movement from your computer and decide whether devices used are consistent with the theory addressed in the theoretical framework, and especially if they are effective in their operation. So also it sought to know in depth the objectives of the Salesian Congregation to analyze whether they are related or affect the objectives of the Salesian Social Communication System, both directly related to the common good. After the theoretical analysis and fieldwork widely and deeply by the researcher, it proposes a further aspect of the theory from a timely discovery analysis. And it presents possible solutions to conflicts found communication.";la comunicación interna del movimiento juvenil salesiano en argentina entre los años   y  . formar parte del movimiento juvenil salesiano desde niña y conocer cada parte de la vida de don bosco y de su obra, fueron razón suficiente para la investigadora, quien desde su formación académica pudo poner en marcha su intuición y mirada ante determinadas situaciones que generaron inquietudes teóricas y prácticas e ideas que pudieran ser aplicadas para la producción de soluciones concretas a los posibles problemas comunicacionales dentro de la organización. el objetivo de este trabajo fue analizar las formas, estrategias y sistemas comunicacionales internos que maneja el movimiento juvenil salesiano desde su equipo y resolver si los dispositivos utilizados coinciden con la teoría abordada en el marco teórico y, sobre todo, si son efectivos en su funcionamiento. así también se buscó conocer en profundidad los objetivos de la congregación salesiana para analizar si los mismos se relacionan o influyen en los objetivos del sistema salesiano de comunicación social, ambos directamente relacionados con la búsqueda del bien común. luego del análisis teórico y del trabajo de campo realizado amplia y profundamente por la investigadora, la misma propone un aspecto más a la teoría a partir de un descubrimiento puntual en su análisis y plantea posibles soluciones a los conflictos comunicacionales encontrados.;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;261;104;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=59607;https://bibliotecas.ucasal.edu.ar/opac_css/59607/497/49759607.pdf;100;completar con link
59611;2016;Blogs personales sobre moda de autores salteños :  Estrategias de comunicación para la atracción de usuarios;Las nuevas formas de comunicación posibilitan que las personas gocen inicialmente de mayor libertad para expresarse y sus mensajes cuenten con una velocidad de difusión casi instantánea en todo el mundo. Es aquí donde los blogs y la figura del blogger adquieren gran importancia, obligando a adaptarse a los nuevos formatos emergentes y a replantear las rutinas productivas de los medios tradicionales. Dentro del fenómeno blogger hay un mercado que crece día a día y tuvo su auge a partir del año 2007, estos son los blogs de moda, y los bloggers dedicados a escribir sobre el mundo de la indumentaria y los complementos. Este sector se encontraba un tanto atrasado en materia de globalización. Es ahí, cuando entran en juego los bloggers oriundos de Salta que recurrieron a la plataforma blogspot para escribir sobre su propia percepción de la moda y la tendencia, mantienen comunicación con bloggers dedicados a la moda en grandes capitales del mundo y hacen coolhunting. La presente investigación describe las estrategias que utilizan los autores de blogs de moda de la provincia de Salta para lograr una comunicación fluida con los lectores usuarios, además de conocer aquello que los motiva a escribir sobre moda y el tratamiento que le dan a la información, el lenguaje y su jerarquización. A través de las nociones sobre moda, internet, sociedad de la información, TICs, marketing de contenido, entre otros se brinda un bagaje teórico que sostiene la pregunta inicial de la investigación. Los resultados permiten no sólo conocer el funcionamiento de los blogs de moda de autores salteños, sino que también son útiles para toda aquella persona interesada en escribir sobre moda en blogs u otros temas afines.;blogs personales sobre moda de autores salteños : estrategias de comunicación para la atracción de usuarios. las nuevas formas de comunicación posibilitan que las personas gocen inicialmente de mayor libertad para expresarse y sus mensajes cuenten con una velocidad de difusión casi instantánea en todo el mundo. es aquí donde los blogs y la figura del blogger adquieren gran importancia, obligando a adaptarse a los nuevos formatos emergentes y a replantear las rutinas productivas de los medios tradicionales. dentro del fenómeno blogger hay un mercado que crece día a día y tuvo su auge a partir del año  , estos son los blogs de moda, y los bloggers dedicados a escribir sobre el mundo de la indumentaria y los complementos. este sector se encontraba un tanto atrasado en materia de globalización. es ahí, cuando entran en juego los bloggers oriundos de salta que recurrieron a la plataforma blogspot para escribir sobre su propia percepción de la moda y la tendencia, mantienen comunicación con bloggers dedicados a la moda en grandes capitales del mundo y hacen coolhunting. la presente investigación describe las estrategias que utilizan los autores de blogs de moda de la provincia de salta para lograr una comunicación fluida con los lectores usuarios, además de conocer aquello que los motiva a escribir sobre moda y el tratamiento que le dan a la información, el lenguaje y su jerarquización. a través de las nociones sobre moda, internet, sociedad de la información, tic s, marketing de contenido, entre otros se brinda un bagaje teórico que sostiene la pregunta inicial de la investigación. los resultados permiten no sólo conocer el funcionamiento de los blogs de moda de autores salteños, sino que también son útiles para toda aquella persona interesada en escribir sobre moda en blogs u otros temas afines.;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;244;124;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=59611;https://bibliotecas.ucasal.edu.ar/opac_css/59611/498/49859611.pdf;100;completar con link
59624;2016;Pinterest :  Una herramienta de comunicación visual para la identificación y fidelización de los clientes con la marca Unika Atelier;"De la mano del vertiginoso avance tecnológico las redes sociales fueron modificando aspectos precisos en la vida de cada individuo, estableciendo nuevas normas que también abarcan la forma y el tiempo de comunicación. Como consecuencia,  la publicidad se vio exigida a adaptarse a este innegable cambio en permanente evolución. _x000D_
La siguiente tesis aborda aspectos de la web2.0 y de las redes sociales, haciendo énfasis en Pinterest y la posibilidad de servirle a la publicidad como herramienta de identificación y fidelización de clientes con la marca, especialmente a las pequeñas empresas. _x000D_
El trabajo realizado es un estudio de caso de la empresa Unika Atelier,  donde se analiza la efectividad de su presencia en Pinterest como herramienta de identificación y fidelización de clientes con la marca. Se utilizaron encuestas a usuarios de Pinterest de la ciudad de Salta, entrevistas a clientes de Unika Atelier y análisis de contenido del perfil de la empresa en la red social._x000D_
Esta plataforma emergente llamada Pinterest dista de las redes sociales más populares  por su impacto visual y su gran capacidad comprobada para vender, siendo sus seguidores mayormente mujeres de entre 18 y 45 años, característica compartida con los clientes de Unika Atelier. _x000D_
Los resultados arrojaron que a través de esta novedosa red social es posible lograr que Unika Atelier pueda concretar la identificación y la fidelización de sus clientes, generando indudablemente un antecedente para empresas salteñas, especialmente para aquellas dedicadas al diseño, moda, decoración o arquitectura.";pinterest : una herramienta de comunicación visual para la identificación y fidelización de los clientes con la marca unika atelier. de la mano del vertiginoso avance tecnológico las redes sociales fueron modificando aspectos precisos en la vida de cada individuo, estableciendo nuevas normas que también abarcan la forma y el tiempo de comunicación. como consecuencia, la publicidad se vio exigida a adaptarse a este innegable cambio en permanente evolución.   la siguiente tesis aborda aspectos de la web  y de las redes sociales, haciendo énfasis en pinterest y la posibilidad de servirle a la publicidad como herramienta de identificación y fidelización de clientes con la marca, especialmente a las pequeñas empresas.   el trabajo realizado es un estudio de caso de la empresa unika atelier, donde se analiza la efectividad de su presencia en pinterest como herramienta de identificación y fidelización de clientes con la marca. se utilizaron encuestas a usuarios de pinterest de la ciudad de salta, entrevistas a clientes de unika atelier y análisis de contenido del perfil de la empresa en la red social.   esta plataforma emergente llamada pinterest dista de las redes sociales más populares por su impacto visual y su gran capacidad comprobada para vender, siendo sus seguidores mayormente mujeres de entre   y   años, característica compartida con los clientes de unika atelier.   los resultados arrojaron que a través de esta novedosa red social es posible lograr que unika atelier pueda concretar la identificación y la fidelización de sus clientes, generando indudablemente un antecedente para empresas salteñas, especialmente para aquellas dedicadas al diseño, moda, decoración o arquitectura.;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;167;66;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=59624;https://bibliotecas.ucasal.edu.ar/opac_css/59624/500/50059624.pdf;100;completar con link
60139;2016;Identidad e imagen de la banda de rock, Gauchos de Acero;"En la siguiente investigación se analizó cómo las estrategias comunicacionales utilizadas por una banda de rock forman parte de su identidad e imagen, y a la vez cómo dicha identidad e imagen se trasmite al público por medio de las mismas estrategias, conformando un vínculo que se retroalimenta constantemente._x000D_
Se abordó la temática teniendo como objeto de estudio a la banda Salteña Gauchos de Acero, realizando con la misma un análisis descriptivo. Para ello se realizó a la banda diversas entrevistas en profundidad, a las cuales se les adjunto el análisis de otras entre-vistas que fueron realizadas para diferentes medios de comunicación y la observación tanto de recitales como de la banda en su cotidianidad._x000D_
Los resultados corroboran cómo dicha banda logró posicionarse y conformó su identidad y su imagen desde sus inicios, gracias a las estrategias comunicacionales que utilizaron. Las conclusiones de este trabajo de investigación bus-can servir como elemento de análisis y guía para demás bandas que busquen el posicionamiento y la conformación de una identidad.
_x000D_
The following research analyzed how the communication strategies used by a rock band are part of its identity and image, and at the same time, how that identity and image is transmitted to the public through the same strategies, forming a bond that is in constantly feedback._x000D_
The issue was addressed having as object of study a band called Gauchos de Acero from Salta, Argentina, performing with it a descriptive analysis. To do so, the band was conducted through various interviews, to which are attached the analysis of other inter-views that were conducted for different media, and observation of both the band recitals, and their daily lives._x000D_
The results corroborate how the band managed to position itself and formed its identity and its image since its inception, thanks to the communication strategies they used. The findings of this research seek to serve as an ele-ment of analysis and guidance for other bands seeking positioning and shaping identity.";identidad e imagen de la banda de rock, gauchos de acero. en la siguiente investigación se analizó cómo las estrategias comunicacionales utilizadas por una banda de rock forman parte de su identidad e imagen, y a la vez cómo dicha identidad e imagen se trasmite al público por medio de las mismas estrategias, conformando un vínculo que se retroalimenta constantemente.   se abordó la temática teniendo como objeto de estudio a la banda salteña gauchos de acero, realizando con la misma un análisis descriptivo. para ello se realizó a la banda diversas entrevistas en profundidad, a las cuales se les adjunto el análisis de otras entre vistas que fueron realizadas para diferentes medios de comunicación y la observación tanto de recitales como de la banda en su cotidianidad.   los resultados corroboran cómo dicha banda logró posicionarse y conformó su identidad y su imagen desde sus inicios, gracias a las estrategias comunicacionales que utilizaron. las conclusiones de este trabajo de investigación bus can servir como elemento de análisis y guía para demás bandas que busquen el posicionamiento y la conformación de una identidad.;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;626;131;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=60139;https://bibliotecas.ucasal.edu.ar/opac_css/60139/538/53860139.pdf;100;completar con link
60486;2016;El cine grotesco;"La presente investigación aborda el cuerpo humano y los patrones que el arte elabora para distinguir los cuerpos bellos de los cuerpos ominosos. Bajo este paradigma emerge la figura del cuerpo grotesco, que es aquel que está fuera de la norma. Se comienza definiendo lo grotesco desde su etimología, para luego, atravesando las teorías de grandes estudiosos en la temática, realizar un viraje hacia el cine y sus géneros, en el que se mostrará que el cuerpo grotesco especifica un género cinematográfico, poco o nada estudiado hasta la fecha. A partir de allí se propone una clasificación de cuerpos grotescos ejemplificando la tipología con películas.
_x000D_
This research deals with the human body and standards that art makes to distinguish the beautiful bodies from the ominous bodies. Under this paradigm the figure of the grotesque body emerges, which is one that is out of the norm. It begins by defining the grotesque from its etymology. Then it continues by going through the theories of great scholars in the field, to make a turn to the cinema and its genres, which will show that the grotesque body specifies a film genre, little or not studied up to now. From there a classification of grotesque bodies is proposed, exemplifying the typologies with movies.";la presente investigación aborda el cuerpo humano y los patrones que el arte elabora para distinguir los cuerpos bellos de los cuerpos ominosos. bajo este paradigma emerge la figura del cuerpo grotesco, que es aquel que está fuera de la norma. se comienza definiendo lo grotesco desde su etimología, para luego, atravesando las teorías de grandes estudiosos en la temática, realizar un viraje hacia el cine y sus géneros, en el que se mostrará que el cuerpo grotesco especifica un género cinematográfico, poco o nada estudiado hasta la fecha. a partir de allí se propone una clasificación de cuerpos grotescos ejemplificando la tipología con películas.;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;235;133;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=60486;https://bibliotecas.ucasal.edu.ar/opac_css/60486/634/63460486.pdf;100;completar con link
60579;2016;Imagen de la revista Cosmopolitan para la mujer salteña;"La presente investigación se introduce en el contexto de la revista femenina Cosmopolitan. El objetivo principal es describir las diferencias y similitudes entre la imagen de mujer que muestra la Revista Cosmopolitan y la imagen de su consumidora en la ciudad de Salta, durante los meses de julio a diciembre del año 2015._x000D_
Este trabajo está enmarcado dentro de un enfoque interpretativo - cualitativo, de carácter descriptivo. Para realizar esta investigación se utilizó la técnica de análisis de contenido mediante la cual se descubrió el tipo de mujer que muestra la revista Cosmopolitan; y la de grupo focal donde se obtuvo el perfil de la mujer salteña a estudiar._x000D_
Finalmente, en base a toda la información recabada, se llega a concluir que la imagen de mujer que es representada en dicha revista difiere en gran medida con el perfil de la mujer salteña que la consume.";"imagen de la revista cosmopolitan para la mujer salteña. la presente investigación se introduce en el contexto de la revista femenina cosmopolitan. el objetivo principal es describir las diferencias y similitudes entre la imagen de mujer que muestra la revista cosmopolitan y la imagen de su consumidora en la ciudad de salta, durante los meses de julio a diciembre del año  .   este trabajo está enmarcado dentro de un enfoque interpretativo cualitativo, de carácter descriptivo. para realizar esta investigación se utilizó la técnica de análisis de contenido mediante la cual se descubrió el tipo de mujer que muestra la revista cosmopolitan; y la de grupo focal donde se obtuvo el perfil de la mujer salteña a estudiar.   finalmente, en base a toda la información recabada, se llega a concluir que la imagen de mujer que es representada en dicha revista difiere en gran medida con el perfil de la mujer salteña que la consume.";Artes y Ciencias;Licenciatura en Comunicaciones Sociales;59;33;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=60579;https://bibliotecas.ucasal.edu.ar/opac_css/60579/705/70560579.pdf;100;completar con link
60621;2016;El uso de recursos retóricos :  Las metáforas del fútbol en los discursos políticos de Cristina Fernández de Kirchner;"Este trabajo consiste en el análisis y clasificación de las metáforas del fútbol  presentes  en  trece  discursos  políticos  de  Cristina  Fernández  de Kirchner desde el año  2009 hasta  el 2015, todos durante su gestión como Presidente de la Nación._x000D_
A través del análisis de contenido, se pudo comprobar el supuesto de la investigación que asegura  que las metáforas del fútbol son  utilizadas  en los discursos políticos para hacerlos más comprensibles y cercanos para la mayoría de la sociedad argentina por la fuerte presencia cultural y mediática de este deporte en Argentina. En el caso específico de Cristina Fernández de Kirchner utiliza estas metáforas para conmover y movilizar a sus seguidores y realizar distintas acusaciones a sectores contrarios a su gobierno.
_x000D_
This  dissertation  consists  of  the  analysis  and  classification  of football´s metaphors that have been used in thirteen political speeches given by  Cristina Fernandez  de Kirchner from the year 2009 up until 2015, every single one given during her term as the President of Argentina. _x000D_
Through  content  analysis,  it  was  possible  to  prove  the  intent  of  the investigation  which  ensures  that  football  metaphors  are  used  in  political speeches so as to be made  more understanding y close to the Argentinian society  in  due  to  the  strong  cultural  and  media  presence  of  the  sport  in Argentina.In the specific case of Cristina Fernandez de Kirchner, her usage of mentioned metaphors to stir and mobilize followers and to make accusations to rival sectors of her government.";el uso de recursos retóricos : las metáforas del fútbol en los discursos políticos de cristina fernández de kirchner. este trabajo consiste en el análisis y clasificación de las metáforas del fútbol presentes en trece discursos políticos de cristina fernández de kirchner desde el año   hasta el  , todos durante su gestión como presidente de la nación.   a través del análisis de contenido, se pudo comprobar el supuesto de la investigación que asegura que las metáforas del fútbol son utilizadas en los discursos políticos para hacerlos más comprensibles y cercanos para la mayoría de la sociedad argentina por la fuerte presencia cultural y mediática de este deporte en argentina. en el caso específico de cristina fernández de kirchner utiliza estas metáforas para conmover y movilizar a sus seguidores y realizar distintas acusaciones a sectores contrarios a su gobierno.;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;112;73;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=60621;https://bibliotecas.ucasal.edu.ar/opac_css/60621/727/72760621.pdf;100;completar con link
60688;2016;Los medios de comunicación gráficos de Salta y el derecho a la intimidad;"La presente investigación estudia una problemática que incumbe a de las ciencias del derecho, pero desde la perspectiva de un comunicador social. A lo largo del tiempo, las comunicaciones se ocuparon de proteger el derecho a la información que durante años le fue vedado, dejando de lado, muchas ve- ces, el derecho de cada persona a proteger su intimidad de la mirada ajena. Las leyes protegen ambos derechos por igual y no es posible establecer límites estáticos entre ellos, tanto porque cada caso en particular es diferente, como porque algunas personas gozan de mayor o menor intimidad que los demás._x000D_
Así, las personas que tengan algún tipo de injerencia en el bien común, tienen una intimidad más reducida que aquellas personas que, por el contrario, no tienen trascendencia pública. El derecho a la información, por su parte, tiene la obligación de proteger el bien de la sociedad, siendo considerado como la base de la democracia en el sentido que permite a la población conocer las decisiones de sus dirigentes._x000D_
Serán los comunicadores sociales quienes deberán ponderar en cada caso en particular, previo a su publicación, si el derecho del individuo debe ser protegido, o, por el contrario, deberá ser informado un hecho en pos del resguardo del bien común. En este caso, se pretende, a partir del análisis de las publicaciones de un medio gráfico local, que además es el único de su tipo en la ciudad de origen, determinar la medida en que el derecho a la intimidad se respeta y con ello, el mensaje que se estaría enviando a la sociedad en la que se consume este medio.
_x000D_
This investigation studies a problem characteristic of the science of law, but from a social communicator´s point of view. Throughout the times, mass media are occupied to protect the right to information that for years was took away for many years, leaving aside, many times, the right of each person to protect their privacy from the gaze._x000D_
The laws protect both rights equally and there is impossible to establish some static limits among them, both because each case in particular is different as enjoy because some people more or less privacy than others._x000D_
So, people who have some kind of interference in the common good, have a privacy smaller than those which do not have public significance. _x000D_
The right to information, for its part, has the obligation to protect the good of society, being considered as the basis for democracy in the sense that allows people to know the decisions of their leaders. Will be the social communicators who must weigh in each particular case, prior to its publication, if the right of the individual should be protected, or, on the contrary, must be informed a fact in pursuit of the stewardship of common good._x000D_
In this case, is intended, on the basis of analysis of the publications of a graphical local media, which is also the only one of its kind in the city of origin, determine the extent to which the right to privacy is respected and with it, the message to be sent to the society in which it consumes this medium.";los medios de comunicación gráficos de salta y el derecho a la intimidad. la presente investigación estudia una problemática que incumbe a de las ciencias del derecho, pero desde la perspectiva de un comunicador social. a lo largo del tiempo, las comunicaciones se ocuparon de proteger el derecho a la información que durante años le fue vedado, dejando de lado, muchas ve ces, el derecho de cada persona a proteger su intimidad de la mirada ajena. las leyes protegen ambos derechos por igual y no es posible establecer límites estáticos entre ellos, tanto porque cada caso en particular es diferente, como porque algunas personas gozan de mayor o menor intimidad que los demás.   así, las personas que tengan algún tipo de injerencia en el bien común, tienen una intimidad más reducida que aquellas personas que, por el contrario, no tienen trascendencia pública. el derecho a la información, por su parte, tiene la obligación de proteger el bien de la sociedad, siendo considerado como la base de la democracia en el sentido que permite a la población conocer las decisiones de sus dirigentes.   serán los comunicadores sociales quienes deberán ponderar en cada caso en particular, previo a su publicación, si el derecho del individuo debe ser protegido, o, por el contrario, deberá ser informado un hecho en pos del resguardo del bien común. en este caso, se pretende, a partir del análisis de las publicaciones de un medio gráfico local, que además es el único de su tipo en la ciudad de origen, determinar la medida en que el derecho a la intimidad se respeta y con ello, el mensaje que se estaría enviando a la sociedad en la que se consume este medio.;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;41;46;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=60688;https://bibliotecas.ucasal.edu.ar/opac_css/60688/782/78260688.pdf;100;completar con link
60744;2016;La cobertura del juicio sobre el crimen de las turistas francesas, por los diarios El Tribuno y Perfil;"Este trabajo tiene como propósito exponer las principales notas de la cobertura en el juicio  sobre el crimen de las turistas francesas Cassandre Bouvier y Houria Moumni, en dos medios gráficos de importancia como lo son el diario salteño El Tribuno y el nacional Editorial Perfil. Se trató de un trabajo de investigación cualitativo y descriptivo/explicativo y que contó con una muestra no probabilística que detallan los hechos que marcaron tendencia en uno y otro periódico. El estudio se llevó a cabo a través de los análisis de cada artículo seleccionado, teniendo en cuenta los recursos que se utilizaron para las notas policiales en ambos medios de comunicación, los títulos que se eligieron para atraer al lector y la repercusión que tuvo el desenlace de un hecho histórico que fue cubierto por decenas de medios locales, nacionales e internacionales.
_x000D_
The purpose of this work is to show the main articles of the trial for the murdered of two French tourists in Salta, Cassadre Bouvier and Houria Moumni, published in two important newspapers, the Saltenian newspaper EL Tribuno and the national newspaper Editorial Perfil. This work was based on a qualitative and descriptive/explanatory which had a non-random sample detailing events that set trends in both graphic media. The investigation was conducted through a thorough analysis of every single chosen article, taking into account not only the resources used in police reports in both newspapers, but also the headlines and titles used in order to catch the readers' attention and the impact of the result of such a historical event had, and that was covered by local, national and international media.";la cobertura del juicio sobre el crimen de las turistas francesas, por los diarios el tribuno y perfil. este trabajo tiene como propósito exponer las principales notas de la cobertura en el juicio sobre el crimen de las turistas francesas cassandre bouvier y houria moumni, en dos medios gráficos de importancia como lo son el diario salteño el tribuno y el nacional editorial perfil. se trató de un trabajo de investigación cualitativo y descriptivo explicativo y que contó con una muestra no probabilística que detallan los hechos que marcaron tendencia en uno y otro periódico. el estudio se llevó a cabo a través de los análisis de cada artículo seleccionado, teniendo en cuenta los recursos que se utilizaron para las notas policiales en ambos medios de comunicación, los títulos que se eligieron para atraer al lector y la repercusión que tuvo el desenlace de un hecho histórico que fue cubierto por decenas de medios locales, nacionales e internacionales.;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;106;72;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=60744;https://bibliotecas.ucasal.edu.ar/opac_css/60744/797/79760744.pdf;100;completar con link
60809;2016;La desaparición de Avelino Bazán :  Cobertura periodística del juicio en el Diario Pregón de Jujuy;"La presente tesis realiza el análisis de la cobertura periodística del diario Pregón de la provincia de Jujuy sobre el juicio de la desaparición de Avelino Bazán, referente gremialista y político,  durante los meses de Julio y Agosto del 2012, los primeros meses del juicio. Tomando en consideración si el tratamiento del medio corresponde a la importancia de la causa en el impacto de la opinión pública cómo también en el contexto socio-histórico de la Desaparición de Avelino Bazán y del primer juicio de lesa humanidad de la provincia. Para ello se tiene en consideración la historia Argentina y provincial de estos periodos, junto a las entrevistas a los especialistas sobre el tema._x000D_
Para poder analizar la cobertura realizada se lleva a cabo un estudio descriptivo y comparativo: de la agenda informativa del medio, de los soportes del contrato de lectura del mismo, y la inferencia del lineamiento ideológico del periódico por medio de la lectura de mensajes connotados dentro del contenido de las noticias referidas al caso, en comparación a los del Tribuno de Jujuy, el otro diario de importancia en la provincia. _x000D_
De esta manera se realizó una investigación cualitativa- descriptiva e interpretativa, debido a la importancia de la construcción social de esta realidad por parte del diario Pregón. 

_x000D_
This thesis makes an analysis from the journalistic coverage of the Pregóns newspaper from the province of Jujuy about the firsts months of the trial of AvelinoBazan disappearance, between July and August of 2012. Taking into account if the treatment of this media answers to the importance of the cause in the impact of the public opinion as well as the socio-historical context of the AvelinoBazans Disappearance and the first against humanity trial of this province. For that we considerate the Argentinian and Jujuy history in this periods._x000D_
To analyze the covering it carried out a descriptive and comparative study of the informative agenda of the media, the reading agreements support and the implication of the ideological position from the journal through the reading of connoted messages inside the news reffered to this case, comparing with the news from the other important journal of this province; the Tribuno de Jujuy._x000D_
So it realize a qualitative, descriptive and interpretive investigation due the importance of the social construction of the reality by the Pregón.";la desaparición de avelino bazán : cobertura periodística del juicio en el diario pregón de jujuy. la presente tesis realiza el análisis de la cobertura periodística del diario pregón de la provincia de jujuy sobre el juicio de la desaparición de avelino bazán, referente gremialista y político, durante los meses de julio y agosto del  , los primeros meses del juicio. tomando en consideración si el tratamiento del medio corresponde a la importancia de la causa en el impacto de la opinión pública cómo también en el contexto socio histórico de la desaparición de avelino bazán y del primer juicio de lesa humanidad de la provincia. para ello se tiene en consideración la historia argentina y provincial de estos periodos, junto a las entrevistas a los especialistas sobre el tema.   para poder analizar la cobertura realizada se lleva a cabo un estudio descriptivo y comparativo: de la agenda informativa del medio, de los soportes del contrato de lectura del mismo, y la inferencia del lineamiento ideológico del periódico por medio de la lectura de mensajes connotados dentro del contenido de las noticias referidas al caso, en comparación a los del tribuno de jujuy, el otro diario de importancia en la provincia.   de esta manera se realizó una investigación cualitativa descriptiva e interpretativa, debido a la importancia de la construcción social de esta realidad por parte del diario pregón.;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;33;23;https://bibliotecas.ucasal.edu.ar/opac_css/index.php?lvl=cmspage&pageid=24&id_notice=60809;https://bibliotecas.ucasal.edu.ar/opac_css/60809/798/79860809.pdf;100;completar con link
